sighted,reported,city,state,duration
19880426,20020716,"Dallas","TX",1 to 2 minutes
20020712,20020713,"Clinton","MS",appx. 2 minutes
20020706,20020708,"Houston","TX",10-11 secs
19670601,20020531,"Farmersville","OH",
20020610,20020611,"Flowery Branch","GA",4 seconds aprox
20020613,20020613,"Hama Hama River","WA",4 secs
20020703,20020712,"Fresno (Merced","more than one)","CA",50 minutes
20020628,20020722,"Polomolok","South Cotabato (Philippines),",5 to 7 seconds
20010115,20020630,"Glasgow (Near) (UK/Scotland),",5 seconds
20020609,20020610,"Nashville","TN",1-10 minutes
20020617,20020705,"Greensburg","PA",20-30 Minutes
19770721,20020709,"Stockholm (Sweden),",5-7 min
20020722,20020724,"LaVergne","TN",10 MINUTES
20020726,20020729,"None","CO",3 - 4 seconds
20020607,20020607,"Taunton","MA",1 minute
20020715,20020716,"Bothell","WA",15 min
19530801,20020630,"San Bernadino Mtns","Church Camp","CA",15 minutes
20020531,20020531,"Rochester","MN",1 minute
20010615,20020615,"Toronto (15Km south of) (Canada)","ON",5:00min
20020609,20020609,"Woodinville","WA",1 minute
20020622,20020626,"Patterson","NC",7 minutes
20020621,20020722,"Portland (Lake Oswego and Gresham)","OR",2 hours
19990601,20020624,"Dayton","OH",5 minutes
20000615,20020629,"Chanhassen","MN",5 seconds
19950501,20020606,"Brockton","MA",2 minutes
19660801,20020604,"Moshi (Tanzania),",10-15 mins
20020711,20020712,"Toronto (Canada)","ON",10 minutes
20020618,20020621,"Moultonborough","NH",
20020405,20020704,"New York City/Brooklyn","NY",about 15  sec
20020529,20020531,"Rubicon Trail","CA",3 min
20020726,20020726,"Dallas","TX",2min
19960910,20020702,"Siloam Springs","AR",5 minutes
20020606,20020619,"Malta","NY",4 seconds tops
20020702,20020705,"South Paris","ME",30 sec.
19811123,20020602,"Pacifica/Lindamar","CA",7 minutes
20010608,20020610,"Polonnaruwa (Sri Lanka),",2 hours
20020528,20020529,"Little Rock","AR",10 seconds
20020709,20020709,"Klamath Falls","OR",90 seconds
20020715,20020715,"Missoula","MT",1 minute
20020705,20020707,"Capitola","CA",seconds
20020614,20020618,"Glendale","CA",less than a minute
19820815,20020727,"Highland Heights","OH",3 minutes
20020704,20020707,"Bremerton","WA",4-5 minutes
20020601,20020601,"Oldbridge","NJ",10 minutes
20011010,20020630,"Rockwell City","IA",4 min.s
20020705,20020709,"Worcester (South Africa),",5 seconds
19730315,20020723,"Hartford","CT",minute
19881030,20020707,"Collinsville/Granite City","IL",20 Minutes
20020529,20020611,"Keaau","HI",10 seconds
20020723,20020725,"Valencia","CA",1:30 (min/sec)
20020629,20020630,"Salt Lake City","UT",2 to 3 seconds
20020622,20020629,"Butte","MT",3 min.
20020705,20020704,"Brampton (Canada)","ON",15 Seconds
20020713,20020713,"Vancouver (Canada)","BC",2:10
20020706,20020706,"Cloverdale","CA",15min
20020525,20020716,"Clearfield","UT",5 min
19990505,20020605,"Phoenix","AZ",several hours
20020315,20020531,"Pensacola","FL",1 minute
19840915,20020725,"Gravesend (UK/England),",3 MINS
20020619,20020619,"Tucson","AZ",15 sec.
20020726,20020726,"Washington","D.C.","DC",UNKNOWN
20020710,20020710,"Commack","NY",20 seconds
20020510,20020703,"Rutland","VT",night
19940520,20020702,"Pittsburgh","PA",12 seconds
19981101,20020722,"Great Cacapon","WV",5 minutes
20020605,20020616,"Bethel","AK",1-2 minutes
19981020,20020716,"Corunna","MI",one min.
19770501,20020610,"Palatine","IL",1 Hr.
20020602,20020603,"Selkirk (Canada)","MB",4-8 seconds
20020613,20020614,"Statesville","NC",20 minutes
20001229,20020705,"Franklin","NH",2 minutes
20020702,20020705,"Los Angeles","CA",5 minutes
20020715,20020728,"Harrisburg","PA",30 seconds
20020711,20020711,"Sandy","UT",3 seconds(e)
20020723,20020726,"Outer Banks","NC",30 seconds
20020625,20020625,"Mississauga (Canada)","ON",ongoing
20020603,20020604,"Old Hickory","TN",a few minutes
20020301,20020531,"Pensacola","FL",1 minute
20020315,20020707,"Midland","TX",about 3 minutes
20020720,20020721,"Phoenix/Glendale","AZ",10 seconds
20020705,20020706,"McDonough","GA",2min
20020716,20020717,"Shelbyville","TN",about 45 minutes
20020606,20020606,"Fort Smith (area)","AR",3 minutes
20020326,20020527,"Lincoln","NE",6 minutes
20020603,20020718,"Spring Hill","FL",6 min
19990323,20020716,"Palm Spring","CA",30 Min
20020626,20020627,"Mabton","WA",20 Min
20020619,20020621,"Houston","TX",seconds
19950415,20020527,"Kilgore","TX",60 minutes
20020607,20020607,"Tupelo","MS",10 seconds
19960601,20020628,"Midwest City (Tinker AFB)","OK",5 min
20020624,20020625,"Walnut Creek","CA",7-10 seconds
20020710,20020711,"Rochester","NY",1 - 11/2 min
20020714,20020714,"Avenal","CA",sky
20011118,20020604,"Highlands Ranch","CO",4 minutes
20020715,20020729,"Tillamook (15 miles SW; Cape Lookout)","OR",approx. 1.5 hrs
20020602,20020602,"Brockton","MA",1-3 sec.
20020527,20020527,"Montevideo (Uruguay),",4 minutes
20020519,20020621,"Boston","MA",3 mins
20020107,20020720,"Fort Frances (Canada)","ON",unknown
20020623,20020624,"Northridge","CA",15 minutes
20020727,20020728,"North Little Rock","AR",2 minutes
20020625,20020712,"Waconia","MN",30 sec
19990910,20020620,"Milwaukee","WI",2 Min.
20020723,20020724,"Santa Monica","CA",1 minute
20000215,20020604,"New Canaan","CT",1 min
19980610,20020717,"Chicago","IL",35 min
19800601,20020621,"Auxvasse","MO",10 mins
20020530,20020604,"Perrysburg","OH",2 Minutes
20020603,20020603,"Brantford (Canada)","ON",20 secs
20020622,20020622,"Bristol (UK/England),",3 seconds
20020616,20020616,"Fernandina Beach","FL",10 seconds
20020710,20020710,"West Luther (Canada)","ON",20 minutes
19980601,20020704,"Mechanicsburg","OH",
20020708,20020709,"Chilliwack (Canada)","BC",approx 1 hour
20020704,20020705,"Junction City","KS",30 seconds
20020610,20020610,"Camp Pendleton","CA",35 SECONDS
20020725,20020725,"Summerfield","FL",maybe 5 sec
20020704,20020723,"New York City","NY",15-20 minutes
20020602,20020602,"Highland","NY",15 minutes
20020602,20020603,"Welland (Canada)","ON",2 mins
19640614,20020728,"Reno","NV",15 minutes
20020723,20020725,"Los Angeles","CA",7  to 10 minutes
19860615,20020614,"Chilton","WI",20 minutes
20020723,20020723,"Colorado Springs","CO",20 seconds
20020703,20020711,"Wall","NJ",10 seconds
20020530,20020605,"Waco","TX",5-Mar
19951031,20020720,"Regina (Canada)","SA",5 min.
20000927,20020608,"Highlands Ranch","CO",3 minutes
20020518,20020526,"East Petersburg/Manheim","PA",2 hrs.
20010623,20020721,"Cosby","TN",25 seconnds
20020607,20020610,"Portsmouth","NH",aprox 1 hour
19860916,20020621,"New Ellington","SC",90 seconds
20011219,20020713,"Watseka","IL",15 minutes
20020609,20020609,"Bellingham","WA",60 seconds
20011218,20020625,"New York/Queens","NY",
20020528,20020528,"Manhattan Beach","CA",45 SECONDS
19891022,20020724,"Fayetteville","NC",10minutes
19990918,20020720,"John Day (Clyde Holliday Camp Ground","7 miles west of)","OR",20 minutes
20011128,20020724,"Dallas","TX",2 minutes
0,20020528,"Pasadena","CA",20 seconds
20010502,20020715,"Vancouver (Canada)","BC",30 seconds
20020608,20020712,"Laytonsville","MD",
20020602,20020604,"Corpus Christi","TX",10 minutes
20020709,20020708,"Brookhaven","PA",a few seconds
20020613,20020614,"Omaha","NE",2 minutes
20020408,20020713,"Middletown (suburb)","OH",6 seconds
20020728,20020728,"Cheektowaga","NY",one minute
20020529,20020605,"Addis Ababa (Ethiopia),",45 seconds
20020626,20020627,"Shenzhen (China),",10min
19871223,20020626,"Ocala","FL",two minutes
20020721,20020728,"Kitimat (Canada)","BC",seconds
20020708,20020708,"Sylacauga","AL",current
19990702,20020616,"Grand Rapids","MI",40 to 60 seconds
19961216,20020628,"Spokane","WA",6min
19870415,20020728,"Seal Rock","OR",Seconds
20020717,20020717,"Mobile","AL",strange
19960901,20020630,"Wise","VA",10 minutes
20020725,20020726,"Shirley","NY",3 Minutes
20000910,20020707,"Bradford/Baildon Moor (UK/England),",1min
20020613,20020613,"Austin","TX",10 sec. ??
19980722,20020709,"Athens","AL",10 seconds
20020609,20020612,"Polanuruwa (Sri Lanka),",32min
19560615,20020705,"Tulsa","OK",3 TO 5 MINS.
20020703,20020704,"Longueuil (Canada)","PQ",5 to 10 seconds
20020723,20020726,"Avalon","CA",About 3 minutes
20020605,20020605,"North St. Paul","MN",
20020728,20020729,"London (UK/England),",4/5 secs
20010601,20020605,"Sandoval","IL",
19830601,20020715,"Nevada (Over)","NV",15min
20020725,20020726,"Beachwood","OH",20 seconds
20020617,20020618,"Paradise","CA",4 minutes
20020622,20020702,"Butte","MT",3-4 mins
20020712,20020714,"Bangor","ME",1 minute
20020603,20020603,"Littleton","CO",1 minute
20020711,20020710,"Cold Lake (Canada)","AB",06 min
19850901,20020613,"Wappingers Falls","NY",unsure
20020716,20020716,"Portland","OR",5 min.
20020707,20020712,"Chagrin Falls","OH",5 MIN
20020704,20020704,"Howell","NJ",15
20020626,20020626,"Mt. Popocatepetl (Mexico),",3 minutes
20020706,20020705,"Franklinton","LA",1:30
19970615,20020703,"Orlando","FL",25minutes
20020115,20020711,"Kannapolis","NC",35 seconds
20020627,20020627,"Wichita","KS",approx.  1 minute
19941023,20020610."(unknown)","VA",Chimney Hill County
20020605,20020605,"Browning","MT",4seconds
20020515,20020620,"Monterey/Seaside","CA",20sic
20000312,20020617,"Coral Springs","FL",about 15 minutes
20020621,20020625,"Visalia","CA",3-5 min
19981212,20020706,"Ashburton (UK/England),",twice
20020712,20020713,"Snohomish","WA",45 seconds to 1 minute
19790601,20020629,"Hollister","CA",2 Minutes
20020627,20020627,"Selden","NY",4 min
20020530,20020601,"Cameron","OK",3 MINUTES
19720601,20020630,"Bilxoi","MS",5 minutes
19980720,20020624,"Romulus (Metro Airport)","MI",45 min.
20020530,20020603,"Seattle","WA",10-20 secs
20020728,20020728,"Amman (Jordan),",2-4min
20020618,20020621,"Index","WA",30 minutes
20020624,20020625,"Deerfield Beach","FL",20 minutes
20020705,20020709,"Las Vegas (leaving; near Baker)","NV",3 minutes
19970818,20020708,"Manhattan Beach","CA",10-20 minutes
20020703,20020703,"Greensburg","PA",1 hour
20020708,20020714,"Chihuahua (Mexico),",3min
20020616,20020616,"Deerfield","OH",1 minute
20000728,20020723,"Seyssins (France),",03sec
20001115,20020715,"Southwest","AR",
20020628,20020708,"New York City/Staten Island","NY",30 seconds
19650601,20020606,"Chicago (Bridgeport area)","IL",
20020713,20020713,"Cascavel (Brazil),",20 secs
20020607,20020608,"Chatsworth","CA",10 seconds
20020610,20020618,"Centereach","NY",5-10 mins.
20020601,20020703,"Rotorua (New Zealand),",15-20 minutes
19950505,20020622,"Bogota (Colombia),",10 Minutes
20020608,20020613,"Tucson","AZ",6 seconds
20010724,20020724,"Kansas City","MO",5 sec
20020726,20020727,"Acme","MI",60 seconds
20020615,20020616,"Pflugerville","TX",1.5 min.
20020620,20020727,"Ottawa (Canada)","ON",3 min.
20020720,20020720,"Anaheim","CA",8 minutes
20020704,20020704,"Murrieta","CA",3 minutes
20020723,20020724,"Reseda","CA",10 minuets
19610901,20020618,"Toledo","OH",Several days
20010916,20020606,"Falkirk (UK/Scotland),",Approx 10 secs
20020710,20020710,"Redmond","WA",4 minutes
20020710,20020713,"Farmington","WV",10 seconds
20020629,20020629,"Napa","CA",40 seconds
20020601,20020601,"Newport (UK/England),",5 mins
20020609,20020610,"Tacoma","WA",5-10 mins
20020602,20020604,"Arlington","TX",10 minutes?
20020608,20020702,"Gilroy","CA",20 seconds
20020720,20020723,"Stampede Lake","NV",seconds
20020601,20020611,"Polonnaruwa (Sri Lanka),",
19891011,20020713,"Kewanee","IL",5 minutes
20020602,20020603,"Philadelphia","PA",30 seconds
20020618,20020706,"Cedar Rapids","IA",1 minute
20020512,20020527,"Flushing","NY",night
19960615,20020611,"Aberdeen","MD",5min.
20020629,20020629,"Los Angeles","CA",20minutes
19790101,20020702,"Silvertown (american name),",5 minutes?
20020530,20020530,"Ottawa (Canada)","ON",20 seconds
20020606,20020610,"Fort Myers","FL",2 minutes
20020618,20020618,"Moultonborough","NH",20 minutes
20020713,20020718,"Newcastle-upon-Tyne (UK/England),",5-mins
20020629,20020629,"Martinez","CA",2 seconds
20020524,20020524,"Naples","FL",still happening
20020704,20020704,"Naples","ME",20 mins
20020717,20020726,"Addison","TX",1 minute
20020728,20020728,"New York City","NY",2 mins
20020712,20020712,"Franklin","PA",1 minute
20020228,20020708,"Chicago","IL",
19710815,20020609,"New River (Guyana),",10 mins.
20020315,20020729,"Ponca City","OK",2 or 3 minutes
20020608,20020627,"Muskegon","MI",10 seconds
20020713,20020713,"Lawrence","KS",about 2 min
20020125,20020704,"New Providence","PA",5 minutes
19720814,20020528,"Milford","CT",5 minutes
20020612,20020612,"Bremerton","WA",5-7 seconds
20020725,20020727,"Johor Bahru (Singapore),",
20020601,20020603,"Frankford","DE",continues now
20020720,20020722,"Ford City","PA",1 Minute
20020706,20020706,"Clearlake","CA",15 minutes
19990701,20020528,"Coso Junction","CA",2 mins
20020707,20020707,"Cedar Hill","TX",3 minutes
20020606,20020607,"Virginia Beach","VA",about 10 mins
20020707,20020722,"Bend","OR",1 1/2 hour
20020713,20020714,"Memphis","TN",~1 minute
20020529,20020529,"Richmond","VA",20 to 30 seconds
20020625,20020626,"Aberdeen","WA",15seconds
20020709,20020709,"Abbeville","SC",2 MINUTES
20020528,20020606,"Danvers","MA",5 minutes
20020526,20020530,"Endicott","NY",2 minutes
20020623,20020623,"London (UK/England),",10minutes
20020714,20020715,"Windsor (Canada)","ON",5 min
20000702,20020722,"Largo","FL",5 min
20020122,20020629,"Vancouver (Canada)","BC",still image
20020522,20020524,"Encinitas","CA",1.5 seconds
20020618,20020630,"Rockford","IL",10 seconds
20020714,20020714,"Rochester Hills","MI",30-45 min.
20020625,20020710,"Paradise Island (Bahamas),",30 seconds
20020625,20020626,"Edmonton (Canada)","AB",7-10 seconds
20020717,20020717,"Port Liberte","NJ",2hours
19780401,20020711,"Farmington","NM",7-10 min.
19950824,20020713,"Algonquin Park (Canada)","ON",20 minutes
20020530,20020605,"I-95","VA",3 min.
20020726,20020727,"Waldorf","VA",short
20020707,20020707,"Bend","OR",2 hours
20020609,20020611,"Glenoma","WA",20seconds
20020704,20020704,"Strong","OH",10:40pm-12:27
20020724,20020724,"Glenrothes (UK/Scotland),",15
20020706,20020706,"Salt Lake City","UT",3 - 4 sec
20020711,20020717,"Vaughan (North of Toronto) (Canada)","ON",5m30s
20020625,20020725,"Westerly","RI",five minutes
19630715,20020705,"Santa Ana","CA",20 minutes
20020530,20020601,"Sevierville","TN",5 minutes
19990216,20020713,"Boron","CA",10minsorlonger
20020220,20020604,"Durham","NH",an hour or so
20020714,20020714,"Ashland","WI",10 minutes
20020616,20020617,"Spokane","WA",1&amp;1/2 hours
20010409,20020610,"Marina di Avola (Italy),",1 ora circa
20011224,20020719,"Bessemer City","NC",20 to 25 secs
20020707,20020708,"Malton (UK/England),",10 minutes
19930704,20020627,"New York City","NY",30-45min.
19760601,20020625,"Raceland","LA",2 min
19780601,20020627,"Fulton","MO",4 hours
20020606,20020619,"Las Vegas","NV",appx. 3 min.
20020618,20020618,"Broomfield","CO",7minutes
20020628,20020630,"Wooster","OH",20 min.
20010315,20020623,"Utah","UT",8 seconds
19790801,20020602,"Fort Frances (Canada)","ON",3-5min
20020630,20020715,"Huntsville (Canada)","ON",20 seconds
20020711,20020711,"Newark","OH",45 min
20020603,20020618,"Morganton","NC",five min.
20020606,20020606,"Boca Raton","FL",30 minutes
20020715,20020723,"Port Angeles","WA",10 seconds(approx)
20020513,20020610,"Dublin/Radford (RT11 between)","VA",2:00~
20020608,20020609,"Covington (on Highway 64)","VA",30 seconds
20020604,20020604,"Byblos",".",seconds
20020108,20020529,"Midlothian","VA",5 minutes
19730313,20020619,"New Orleans","LA",approx. 2hrs.
20020202,20020713,"Urbana","IL",5-7 minutes
20020624,20020624,"New York City","NY",20:15 - 22:15
19890726,20020613,"Beaverton","OR",10-20 seconds
19740815,20020529,"Gold Beach","OR",30 seconds
20020615,20020615,"El Toro","CA",15:00min
20020728,20020728,"Pocahontas","AR",1 hour
20020617,20020620,"Marion (rural area 10 miles north of)","OH",2 minutes
20020618,20020623,"Gilford","NH",15 minutes
19790320,20020617,"Sydney (NSW","Australia),",5 seconds
20011015,20020710,"Santa Cruz","CA",30 minutes
20020720,20020721,"Carrollton","TX",3 seconds
20020606,20020608,"East Lansing","MI",10 minutes
20020726,20020726,"Arlington","VA",2 minutes
20020531,20020603,"Windermere to Canal Flats (Canada)","BC",40 minutes
20020601,20020712,"Athens","TX",1-2 hours  ?
20020710,20020710,"Charlotte","NC",5 seconds
20020521,20020523,"Oxnard","CA",15min.
20020523,20020727,"Tacoma","WA",45min
20020608,20020611,"Sacramento","CA",5 minutes
20020606,20020607,"Hanford","CA",
20020706,20020707,"Longmont","CO",1.5 minutes
0,20020528,"Cartago","CA",15-20 mins
20010715,20020606,"Cartaret","NJ",2 mins ?
20020525,20020527,"Angels Camp","CA",1-3 mins
20020704,20020705,"Blue Eye","MO",2Hrs.
19740815,20020702,"Miami","FL",5 Mins.
20020601,20020602,"Phoenix","AZ",20 seconds
20020712,20020715,"Hillsboro","OR",10 minutes
19770601,20020710,"Gisborne (New Zealand),",2 Hours +
20020606,20020607,"Aurora (Canada)","ON",15 seconds
19920328,20020613,"Roshnee (South Africa),",about an hour
20020530,20020701,"Seattle","WA",1-2 minutes
20020603,20020606,"Longeuil (ST-Hubert) (Canada)","PQ",app. 2 hres
20020705,20020722,"Forest Grove","OR",unknown
20020703,20020704,"I-355 (Cook County)","IL",
20020701,20020701,"Huntsville (Canada)","ON",2-3 sec
19970501,20020711,"Kitchener (Canada)","ON",1/2 hr
19770515,20020619,"Salem","OR",15 minutes
19730731,20020706,"Burlington","NC",5 minutes
19840624,20020611,"Tallahassee","FL",3 hrs
20020604,20020609,"Sydney (NSW","Australia),",2-3 mins
19970401,20020714,"Singapore,",5 seconds
20020531,20020531,"Swansea (UK/England),",5-10 Seconds
20020617,20020617,"Adelaide (Australia),",10mins
20020618,20020619,"Paradise","CA",three minutes
20020306,20020608,"Birmingham (UK/England),",06.0min
20020622,20020627,"Kalamazoo to Muskegon","MI",2 hours
20020531,20020601,"Warminster","PA",1/2 hour
20020524,20020524,"University Park","IL",15min
20020524,20020524,"Oregon City","OR",10+ minutes
19991205,20020619,"Cleveland","NC",10 min
20020525,20020525,"Shady Shores","TX",10 minutes
20020705,20020705,"Portland","ME",2.5 sec
20020321,20020619,"Los Angeles","CA",5 munutes
20020704,20020705,"Pembroke Pines","FL",1 minute
20020721,20020721,"Dundee","WI",2-5 minutes
20020725,20020725,"Zrenjanin (Yugoslavia),",20sec
20020526,20020527,"Ventura","CA",5 min
20020723,20020723,"Exeter","CA",30 mins
20020607,20020607,"Massena","NY",1 to 2 minutes
20020722,20020722,"Littleton","CO",1 minute
20010701,20020605,"Scarborough (UK/England),",10-20 minutes
20011015,20020626,"Manassas","VA",30 seconds
20020608,20020614,"Chattahoochee County","GA",1 hour
20011001,20020628,"Lynden","WA",30 seconds
20020610,20020621,"Turin (Italy),",Approx 90secs
19981101,20020626,"Anderson","IN",5sec.
20010820,20020617,"Natches (30 SE of)","WA",5min
19990717,20020706,"Maitland (NSW","Australia),",1.5 mins
20000628,20020628,"Sherwood Park (Canada)","AB",3:50-4:00
20020601,20020601,"San Antonio","TX",5 min
20020711,20020712,"Easton","MI",2.5-3.0 min
20020504,20020727,"Exmouth","Devonshire (UK/England),",20 or 30 minutes
20020606,20020606,"Elberta","AL",5 seconds
19970601,20020630,"Rushcreek","IN",15-20min.
20020615,20020615,"Tualatin","OR",4 seconds
20020525,20020525,"Morrison","CO",1-2 minutes
20020606,20020607,"Washington","D.C.","DC",35 approx.
20020527,20020616,"Ojai","CA",10 seconds + -
19740715,20020727,"Jacksonville","FL",2hrs
20020617,20020617,"Licking","MO",2 minutes
20020724,20020727,"Albany","NY",5-10 seconds
20020722,20020722,"Mississauga (Canada)","ON",1 hr plus
20020725,20020725,"Allora (Australia),",approx 4 minutes
20020529,20020602,"Stanislaus National Forest","CA",4 minutes (approx)
20020716,20020716,"Lemington (UK/England),",10 mins
20020720,20020728,"Vancouver (Canada)","BC",25-30 minutes
20020502,20020712,"Santiago (Chile)","DC",40 minutos
20020704,20020705,"San Bernardino","CA","15 sec,"
20020705,20020706,"Seattle","WA",30 minutes
20020601,20020602,"Gettysburg","PA",1 hour
19990802,20020629,"Ontario (Canada)","ON",10 seconds
20020523,20020528,"Tacoma","WA",30+
20020706,20020727,"Longmont","CO",90 secs
20020505,20020526,"Christmas Valley","OR",
20020629,20020629,"West Vancouver (Canada)","BC",2-3 minutes
19930613,20020528,"Lafayette","LA",22:20
19970501,20020603,"State College","PA",20 seconds
20020702,20020702,"Goodyear","AZ",20 min.
20011001,20020603,"Albany","NY",2 seconds
20020425,20020625,"San Jose","CA",2 seconds
20020625,20020627,"Noblesville","IN",45 min
20020609,20020611,"Joshua Tree National Park","CA",one sec
20020705,20020705,"Cambridge","MA",
19980601,20020717,"Kelseyville","CA",10 minutes
19850601,20020609,"Krivaj (a village near Kutina) (Croatia),",5 min
20020522,20020525,"Salt Lake City","UT",20 min
20010705,20020708,"Union City","MI",
20020530,20020530,"Bandung (Indonesia),",2
19880115,20020728,"Little Rock (northwest of)","AR",2 or 3 minutes
20020511,20020526,"Oxnard","CA",15 - 30 mins
19960620,20020702,"Kanab","UT",3 minutes
20020702,20020704,"Formby (UK/England),",3mins
19981001,20020721,"Warrington (UK/England),",8 seconds
20020531,20020604,"Irving","TX",5 minutes
20010509,20020720,"Ryazan (Russia),",?
20020617,20020703,"Hurley","NM",3 seconds
20020605,20020726,"Charles Town","WV",3 sec.
20020526,20020526,"Bigelow","AR",3 minutes
20020620,20020620,"Los Angeles","CA",30 seconds
20020610,20020611,"Trincomalee (Sri Lanka),",in four nights
19880827,20020728,"Zadar (Croatia),",few minutes
20020214,20020711,"Bradford (UK/England),",1 hour
20020523,20020524,"Newburyport","MA",5 min
19570601,20020715,"El Paso","TX",5 to 7 seconds
20020708,20020725,"Chicago","IL",
20020606,20020606,"Washington","D.C.","DC",20 minutes
20020612,20020617,"Sydney (Chatswood) (NSW","Australia),",5 seconds
20020529,20020530,"Aylmer (Canada)","PQ",5-10 minutes
20020612,20020613,"Norfolk","VA",2 minutes
20020709,20020709,"San Antonio","TX",1 hour
19950520,20020528,"Mesquite","TX",Approx. 1 Min
19860601,20020702,"Euclid","OH",20 mins
20020714,20020716,"St. Catharines (Canada)","ON",2 minutes
19861224,20020626,"Ocala","FL",two minutes
20020702,20020703,"Varennes (Canada)","PQ",5 seconds
20020528,20020528,"Bakersfield","CA",20 secs
20020702,20020703,"Boise","ID",45 seconds
19950823,20020721,"London (Canada)","ON",2-3 minutes
20020726,20020728,"Hazard","KY",2min
19840301,20020709,"Eugene","OR",10 minutes
20020623,20020625,"Claremont","CA",30 minutes
19770715,20020602,"Douglas (Canada)","ON",3-4 minutes
19770515,20020606,"Kilmarnock (UK/England),",20 minutes
20020706,20020708,"Pittsburgh","PA",0:10:00
19990117,20020609,"Hamedan (Iran),",3 SEC
20020626,20020718,"Plantation (northern coast)","CA",30 Minutes
20020714,20020722,"Salem","OR",5 minutes
20020625,20020626,"Orting","WA",20 seconds
20020711,20020712,"West Chester","OH",15 sec
19830815,20020723,"Hartford","CT",seconds
20020626,20020627,"Freehold","NJ",2 mins
20020721,20020720,"San Gwann (Malta),",about 30secs
20020703,20020703,"Las Cruces","NM",3 seconds
19720320,20020526,"Anaheim","CA",20-30 seconds
20020617,20020618,"Lelystad (Netherlands),",25 sec
20020728,20020729,"Kirton Lindsey (UK/England),",5 secs
20020713,20020715,"Denver","CO",15 min
20020715,20020714,"Worthing (UK/England),",3MINUTES
19790324,20020625,"Baker City","OR",12 seconds
20010906,20020623,"Rockwell City","IA",4 min.s
20020717,20020723,"Cleveland","TX",6 min
19880701,20020714,"Tucson","AZ",3 minutes (?)
20020528,20020602,"Windsor (Canada)","ON",
19650820,20020701,"Rutland","MA",5 minutes
19640801,20020626."(Republic of Ireland),",3 mins
20020709,20020710,"Modesto","CA",5 minutes
20020624,20020626,"Deerfield Beach","FL",20 minutes
20020621,20020622,"Lake Oswego","OR",25 minutes
20020615,20020619,"Saskatoon (Canada)","SA",60 seconds
20020617,20020617,"Juncos (Puerto Rico)","PR",15 seconds approximately
20020725,20020725,"Wichita","KS",30 seconds
19900815,20020726,"Sponk","NY",2 minutes
20020706,20020706,"Edmonton (Canada)","AB",10 seconds
20020701,20020702,"Rohnert Park","CA",
20020712,20020712,"Kincardine (Canada)","ON",camping
20020606,20020607,"Las Vegas","NV",60 seconds
20020526,20020527,"Cairo (Egypt)",".",2 minutes
20020507,20020509,"Winnipeg (Canada)","MB",30 minutes
20020723,20020723,"Deer Lodge","MT",20 seconds
19970301,20020630,"Lockerley (UK/England),",10 seconds
20020523,20020530,"Cranbury","NJ",20 seconds
20020501,20020606,"Rossford","OH",?
20020601,20020601,"Springfield","MO",unkown
20020625,20020704,"Green Valley","AZ",5 minutes
20020608,20020620,"Maize","KS",7-10 sec
20020606,20020617,"Mount Whitney","CA",12:05 - 12:35
20020610,20020613,"Ventura","CA",45 seconds
20020701,20020710,"Kilkenny (Republic of Ireland),",3 seconds
20020726,20020728,"Xenia","OH",1 sec.
20010110,20020610,"Rockford","IL",10 MIN.
19760710,20020524,"Phoenix","AZ",6 secs.
20020524,20020524,"Madison","WI",4 min
20020726,20020728,"Socorro/Belen (between)","NM",45 minutes
20020530,20020530,"Spring Hill","FL",5 min
20020726,20020727,"Philadelphia","PA",2 minutes
20010422,20020725,"Fairhaven","MA",5 minutes
20020711,20020712,"Fort Collins","CO",one minute
19650606,20020607,"College Park","GA",3 to 4 mins.
20020625,20020626,"Portland","OR",15 minutes
20020630,20020704,"Saint John (Canada)","NB",2hrs
20020614,20020625,"Camas","WA",5-8 seconds
19890615,20020722,"Brockton","MA",less than 5 minutes
20020706,20020707,"Napa","CA",
20020604,20020607,"Moapa","NV",00.50 sec.
20020728,20020728,"Worcestershire (UK/England),",6 minutes
20020610,20020610,"Hogansville","GA",25 minutes
20020608,20020609,"Gilroy","CA",20 SEC
20010910,20020710,"Stoney Creek (Canada)","ON",4 - 6 sec
20020626,20020630,"Airdrie (UK/Scotland),",0
20020621,20020625,"Portland","OR",1.5 hours
19950916,20020621,"Wilsonville","OR",3 minutes
20000727,20020725,"Bouse","AZ",8 Seconds
20020618,20020618,"Plymouth","NH",10 min +/-
20020727,20020727,"Phoenix","AZ",30 minutes
20020721,20020721,"Deer Lodge","MT",15 minutes
20020514,20020617,"Arroyo Grande","CA",few mins
20020704,20020724,"Toronto (Canada)","ON",10-15 secs.
20020613,20020724,"Dover","NJ",slumber
20020613,20020617,"Los Angeles (knottsberry farm area)","CA",15min
20020523,20020525,"Wedgefield","SC",3 min.
20020712,20020712,"Buffalo","NY",5-6seconds
20020727,20020727,"Namur (Belgium),",1 minute
20020618,20020619,"San Jose","CA",about 3mins.
20020611,20020613,"Sacramento","CA",2 Minutes
20020628,20020628,"Berryville","VA",10 seconds
20020620,20020620,"Pine Grove Mills","PA",60 -90 seconds
20020601,20020606,"Slaughter Beach","DE",1/2 hour
20020202,20020713,"Champaign","IL",3 minutes
20020601,20020602,"Bridgman","MI",only a few seconds
20020720,20020720,"Surrey (Canada)","BC",flyby
20020620,20020620,"Holmdel","NJ",4 min
20020511,20020722,"Dallas","OR",1 minute
19620715,20020721,"East Windsor","CT",20 seconds
