sighted,reported,city,state,duration
19920707,20060811,"Bowling Green","KY",twenty minutes
20060727,20060728,"West Vancouver (Canada)","BC",1 minute?
20051024,20060726,"North Miami","FL",10+minutes
20060724,20060723,"Jonesboro","LA",30 minutes
20030701,20060710,"Inglewood","CA",38 minutes
20060804,20060804,"Brooklyn Center","MN",5 minutes
20060724,20060728,"Gila Bend - 14 mile west of","AZ",30 minutes
20060713,20060716,"Christchurch (New Zealand),",20 seconds
20060713,20060731,"Los Angeles","CA",2 hrs
19970515,20060702,"Hove","Aldrington","Portslade-by-sea (UK/England),",5 mins
20060618,20060618,"Mt. Pleasant","MI",30 sec
20060717,20060718,"Abbotsford (Canada)","BC",2 min.
20060804,20060817,"New Douglas","IL",10 secs
20060429,20060625,"West Yarmouth","MA",30 min
20060729,20060802,"Westminster","CO",1-2 minutes
20060619,20060619,"Spring Hill","FL",3 seconds
20060802,20060802,"Exmouth (UK/England),",3 seconds
20060704,20060705,"Portland","OR",5-7 seconds
20060630,20060630,"Lakeland","FL",approx. 35 mins.
20060729,20060804,"Exeter","NH",5 min
20020515,20060623,"Florissant","CO",30 secomds
20060806,20060817,"Binghamton","NY",2 minute
20060711,20060711,"Gila Indian Reservation &amp; S. Chandler","Ocotillo area","AZ",5 minutes
20060727,20060728,"Montreal (Canada)","QC",15mins
20060618,20060620,"Delray Beach","FL",2 mins
20060709,20060709,"Calgary (Canada)","AB",2 hours
20060729,20060731,"Wichita","KS",0:45
20060613,20060630,"El Cajon","CA",ongoing
20060713,20060803,"Pawley&apos;s Island (near Litchfield)","SC",30 min - sporadically
20060526,20060718,"Scottsdale","AZ",20 min
20060717,20060719,"Gig Harbor","WA",30 minutes
20060615,20060622,"Ferndale","NY",18 minutes
20060610,20060810,"Sanford  area","CO",2minutes
20060616,20060619,"Fairfield","TX",4 seconds
20040415,20060708,"Vancouver","WA",2 minutes
19660625,20060811,"Rapid City (Ellsworth AFB)","SD",2-4 DAYS
19991019,20060806,"Round Rock","TX",more than 5 min.
20000915,20060810,"Wythenshawe (UK/England),",10 minutes
20060623,20060725,"Martinez","GA",about 10 mins
20060813,20060813,"Clinton","MO",20 seconds
20060620,20060619,"Coshocton","OH",5 tp 8 seconds
20060713,20060717,"Hancock","WI",4 min
20060704,20060718,"Corona","CA",3 minutes
20060626,20060627,"Los Cabos (Mexico),",5 minutes
20060620,20060621,"Northfield","NJ",seconds
19810601,20060625,"Detroit","MI",ufo
20060807,20060808,"Wynne","AR",2 - 4 minutes
20060519,20060804,"Myrtle Beach","SC",3 - 8 min.
20060711,20060711,"Oak Harbor","WA",15 seconds
20060810,20060815,"Fort Wayne","IN",
20060730,20060730,"Sunderland (UK/England),",10 - 15 Seconds
20060730,20060803,"Honolulu","HI",5 minutes
19720530,20060802,"Wilmington","DE",?
20060808,20060808,"Lewisville","TX",30 seconds
19920701,20060804,"La Romana (Dominican Republic),",5 to 8 minutes
20060801,20060801,"Dallas","TX",A few seconds
20060724,20060725,"Pulborough (UK/England),",40 secs
20060619,20060619,"Boise","ID",5-10 minutes
20060718,20060718,"Boise","ID",15 sec.
20060720,20060721,"Kent","WA",15seconds
20060725,20060726,"St. Louis (Florissant)","MO",light
20060613,20060627,"Southwest","OH",4 Days
20060618,20060630,"Carl Junction","MO",10 seconds
20060715,20060716,"Dundee","WI",4 minutes
20060620,20060628,"Rehoboth Beach","DE",20 secs
20060801,20060802,"Idaho Falls","ID",2 mintues
20060724,20060725,"Searcy","AR",30 seconds
20060814,20060814,"Bogota (Colombia),",3 minutes
19910101,20060624,"Bandar Seri Begawan (Brunei),",10-15 seconds
20060726,20060725,"Richmond","VA",3
20060629,20060629,"Mountlake Terrace","WA",5-10 minutes
20060630,20060707,"Camarillo","CA",1 Min
20060708,20060709,"Whitstable (UK/England),",3min
19941015,20060807,"Outside of Delaware","OH",21:00 to 23:00
20060809,20060810,"Wilmington","DE",15 min
20060624,20060628,"Marina Aylmer (Canada)","QC",5 minutes
20060614,20060618,"Seminoe Lake (near Rawlins)","WY",15 minutes
20060716,20060720,"Coventry (UK/England),",1 minute
20060814,20060815,"New York City (Brooklyn)","NY",30 to 45 seconds
20060713,20060714,"Leesburg","GA",1 to 2 minutes
20060810,20060810,"Keller","TX",2 minutes
20060815,20060816,"Wrightsville Beach","NC",2 hours
20060813,20060813,"Chatham (Canada)","ON",35 min
20060624,20060625,"McAllen","TX",1 hour
19660504,20060729,"Southampton (UK/England),",2 mins
20060713,20060713,"Yakima","WA",3 sec
20060729,20060729,"Sonoma","CA",10 min. approx.
20060309,20060625,"Estonia,",3 min
20060716,20060717,"London (UK/England),",2 sec
20060716,20060725,"Chicago","IL",30 seconds
20060627,20060627,"Austin","TX",5 seconds
19750815,20060817,"Fildale","VA",1 hour
19540630,20060804,"Hawthorne","CA",several minutes
20060805,20060806,"Lincolnville","ME",2 min
20060707,20060707,"Fuzhou (China),",5MINUTES
20060809,20060809,"Harpersfield","NY",10 min.
20040409,20060716,"Lawrenceville","GA",13 minutes
20060729,20060801,"Hudson","FL",1 minute
20060715,20060805,"Woodland Hills","CA",20 minuts
20060712,20060719,"Hooper","CO",
20060811,20060811,"Bridgeville","CA",About 4 Seconds
19881115,20060627,"Stockton","CA",7 - 10 min
19670803,20060804,"Bagsv&aelig;rd (Denmark)","DC",4 min
20060811,20060811,"Sheet Harbour (Canada)","NS",5:00 mins
19900103,20060802,"Barkhamsted","CT",15-45 min
20060704,20060706,"Tipton","PA",2 min.
20060805,20060809,"Waterloo","IA",5-10mins
20051127,20060806,"Groton","CT",10 seconds
20060814,20060807,"Phoenix","AZ",30 minutes
20010716,20060622,"Harrison","MI",unknown
20060629,20060703,"Seattle","WA",
20060612,20060621,"Pensacola","FL",30 seconds
20060605,20060816,"Wisconsin Dells","WI",5 min.
20060721,20060731,"Ibague (Colombia),",1/2 segundo
20051115,20060806,"The Colony","TX",5-10 minutes.
20060216,20060804,"Norwich (UK/England),",1 min
20060716,20060716,"Wirral (UK/England),",15minutes
20060623,20060623,"Neptune Beach","FL",continously
20060714,20060717,"Espanola","NM",1hr off and on
20060726,20060729,"Fenton","MI",1 minute
20060718,20060717,"Navarre","FL",occuring now
19931115,20060629,"Gordon","NE",1 Hour?
19850601,20060722,"Trenton","TX",10 to 15 minutes
20060610,20060624,"Amarillo","TX",3-5 seconds
20030802,20060621,"Blanes (Spain),",4 minutos aprox.
20060801,20060801,"Phoenix","AZ",1 minute
20060729,20060729,"Portland","OR",15 mins
20060715,20060717,"Sacramento","CA",1 minute
19920925,20060725,"Chino","CA",15 minutes
19901120,20060804,"Roanoke","VA",1 minute
20060812,20060816,"Burns Junction","OR",2-3 sec
20060718,20060718,"Dexterville","WI",5-8 seconds
20060813,20060812,"Nelsonville","OH",3-4 seconds
20060723,20060723,"Rome","NY",FEW SECONDS
20060731,20060731,"Valley City","OH",2 seconds
20060716,20060816,"Smithfield","RI",15 minutes
20060722,20060731,"Prescott Valley","AZ",
20060615,20060715,"Sudbury (Canada)","ON",2 minutes
20060805,20060807,"Warren","MI",2 minutes approx.
20060619,20060621,"New Philadelphia","OH",not sure
20060622,20060623,"Lyons","IL",4 min
20060806,20060810,"Missoula","MT",45 seconds
19870601,20060812,"New York City (Staten Island)","NY",5 Minutes
20060816,20060815,"Strongsville","OH",Current
20060713,20060713,"Manchester","MI",2 minutes
19840330,20060728,"Griffin","GA",15-20 seconds
19991108,20060817,"San Francisco","CA",5-10 minutes
20060606,20060708,"Phoenix","AZ",3 minutes
20060721,20060727,"Lincoln","NE",4-6 seconds
20060728,20060801,"Nashville","TN",5minutes
20060708,20060713,"Yakima","WA",30 seconds
20060725,20060807,"Bellevue","WA",15 minutes
20060722,20060722,"Manchester,",10
20060719,20060720,"Scottsdale","AZ","several minutes,"
19790715,20060707,"Hattiesburg","MS",5 seconds
20060116,20060721,"Glasgow (UK/Scotland),",approx 3 minutes
20060813,20060814,"Newark","NJ",half hour
20060804,20060807,"Grand Bend (north of Forest and Sarnia) (Canada)","ON",roughly 2 minutes
19881010,20060627,"Boulder","CO",1 minute
19970515,20060809,"Thika (Kenya),",4seconds
20060816,20060816,"San Jose","CA",1:00 TILL 4:00 AM
20040912,20060716,"Attalla/Gadsden","AL",20 minutes
20060802,20060803,"East Harwich","MA",10 seconds
20031205,20060807,"Cary","NC",10 seconds
20060715,20060717,"Shakopee","MN",2 mins
20060606,20060624,"Key Largo","FL",1 hour+
20060808,20060808,"San Antonio","TX",5 mins
20060726,20060728,"Phoenix","AZ",5 minutes
20060704,20060804,"Laughlin/Bullhead City","NV",4min
20060430,20060619,"Portland","OR",3 seconds
19870206,20060726,"Laurel Springs","NJ",15
19791104,20060618,"Milford Haven (UK/England),",60 min
19930413,20060806,"Pagosa Springs","CO",30 Seconds
20060606,20060621,"UK/England,",12 mins
20060722,20060724,"Southport","NC",2 minutes
20060623,20060701,"Phoenix","AZ",3 seconds
20060717,20060717,"Las Vegas","NV",three seconds
19950620,20060701,"Winchester","WI",5 minutes
20040907,20060704,"London (UK/England),",10mins
20060817,20060816,"El Cajon","CA",1 minute
20060619,20060620,"Normal","IL",5 seconds
20050810,20060729,"San Diego","CA",30 sec
20060720,20060720,"Shoreview","MN",60 seconds
20060805,20060804,"Altoona","PA",1 minute
19780601,20060804,"San Pedro de Macoris,",3 minutes
19651209,20060725,"Enfield","CT",5 minutes
20040720,20060713,"Columbia","PA",2 minutes
20060701,20060702,"Norfolk","MA",1 minute
19980606,20060710,"Ashland","OH",5 minutes
20060816,20060817,"Chicopee","MA",about 30 minutes
20060717,20060718,"Kettleman City/Coalinga (between)","CA",15-20 minutes
20060626,20060627,"Davis","CA",1 second
20060725,20060726,"Zedelgem (West Vlaanderen) (Belgium),",
20060507,20060801,"Idaho Falls","ID",1 minute
20060803,20060816,"Tecoman (Mexico),",25 minutes
20060711,20060806,"Tucson","AZ",4-5 min
20050729,20060729,"unknown","CA",35 frames
20060718,20060719,"Stoke-on-Trent (UK/England),",10 seconds
20060721,20060801,"Florence/Queen Creek","AZ",5 minutes
19851216,20060805,"Vallejo","CA",30
20060708,20060708,"Singapore,",4mins
20060701,20060703,"Fairfield","CA",&lt;5 minutes
20000615,20060726,"Millville","NJ",10 minutes
20060816,20060817,"Montreal (Canada)","QC",1 minute
20060805,20060805,"Williams Lake (Canada)","BC",30 seconds
20060802,20060802,"Lobelville","TN",30 min.
20060606,20060624,"El Paso","TX",27 seconds
20000330,20060805,"Gilbert","AZ",10 minutes
20060706,20060707,"Lakeway","TX",8 min
19681023,20060705,"Walla Walla","WA",25 min
20060618,20060626,"Colorado Springs","CO",30 seconds
20051015,20060809,"Americus","GA",10 to 30 minutes
20060619,20060621,"Sedona","AZ",10 minutes
20060816,20060816,"Bloomington","IN",5 Minutes
20060802,20060803,"North Charleston","SC",45 minutes
20060729,20060730,"Salem-Portland","OR",3 min
20060804,20060805,"Sissonville","WV",3 sec
19730701,20060806,"Wolf Lake","IN",2-3 min
20060519,20060622,"Canton","IL",20 minutes roughly
20060510,20060621,"Shawnee","KS",hours
20060523,20060803,"Indianapolis","IN",
20060430,20060625,"Sunflower","AZ",30 Secs.
20060715,20060717,"St. Louisville","OH",2 Hours
20060811,20060810,"Vaxjo (Sweden),",30 seconds
20060816,20060817,"Austin","TX",12:30
19980630,20060713,"Commerce Township","MI",Six hours
20060802,20060802,"Middleton","WI",5 minutes
20060707,20060716,"Anthony","KS",1 minute
20060713,20060714,"Camborne (UK/England),",12 minutes
20060406,20060706,"Baltimore","MD",3 min
19910615,20060723,"Galconda","IL",several occasions
20060615,20060701,"North pole","AK",a couple seconds
20060308,20060802,"Caloundra (Australia),",15 minutes
20060807,20060807,"Baghdad,",4 min.
20060720,20060720,"Portland","OR",15 minutes
20060712,20060718,"Maroa","IL",a few seconds
20060806,20060805,"Chesterfeild","VA",1 hour
20060805,20060805,"Corpus Christi","TX",7 seconds
20060716,20060726,"Hilton Head","SC",30 minutes
20060715,20060720,"Didsbury (Canada)","AB",60 seconds
20060812,20060812,"Oak Harbor","WA",10 min
20060630,20060629,"Flat Rock","MI",1 minute
20060816,20060816,"Forestdale","MA",2 Seconds
20060308,20060806,"Bordentown","NJ",15-20 Seconds
20060718,20060718,"Brighton (UK/England),",5 seconds
20050615,20060827,"Kent","WA",Early morning
20060730,20060808,"Kullu,",10 sec
20050312,20060623,"Kelseyville","CA",3 minutes
20060728,20060728,"Loveland","CO",1 minute
20060730,20060730,"Henderson","KY",30-40 mins
20060709,20060709,"San Jacinto","CA",20 sec
19710817,20060707,"Quonsett Pt. NAS","RI",1 minute
20060718,20060719,"Lapeer","MI",30 seconds
20060815,20060815,"Milwaukie","OR",2 minutes
20060704,20060704,"Paramount","CA",5 minutes
20060706,20060706,"Laguna Beach","CA",45 min
20060815,20060815,"Macedonia","OH",3
20060807,20060807,"Philadelphia","PA",Random
20050615,20060724,"Louisville","KY",10 seconds
20060710,20060710,"Wilmington","NC",2 seconds
20060621,20060623,"Truro (Canada)","NS",1 minute
20060626,20060704,"North Queensferry (UK/Scotland),",under 5 secs
20051201,20060621,"Easley","SC",5 hours
20060712,20060717,"Silver City","NM",1.5 hours
20040630,20060805,"Jacksonville","FL",several minutes
20060728,20060801,"Richmond","CA",3 min.
20060727,20060731,"Hamilton (Bermuda),",1 hour
20060807,20060807,"Nanaimo (Canada)","BC",all night
20060812,20060723,"Sacramento","CA",20 seconds
20060707,20060802,"Xenia","OH",10 MIN
20060612,20060716,"St. George Island","FL",3 sightings within 10-15
20060719,20060719,"Chandigarh (India),",20 Sec.
19910630,20060814,"Annandale","NJ",30 secs-1min
20060429,20060706,"Warren","OR",
20060801,20060801,"Salem","OR",3 seconds
20060731,20060731,"Sliema (Malta),",30 min
19870630,20060806,"Osceola County","FL",30 minutes
20060714,20060719,"Indio","CA",seconds
19520630,20060806,"Barksdale AFB (Shreveport)","LA",
20060804,20060804,"Oklahoma City","OK",30 seconds
20060701,20060703,"Sublimity","OR",three nights
20060629,20060706,"Sault Ste. Marie","MI",1 hour
20060730,20060729,"Sanford","FL",over 1 hour
20060706,20060708,"Anza Borrego","CA",45 minutes
20060705,20060809,"Florence","AL",3 minutes
20060515,20060627,"Costa Rica,",
20060622,20060626,"Hoylake,",Unknown - 30min?
20060623,20060623,"Houston","TX",~2 minutes
20060924,20060806,"Hortense","GA",3
20060515,20060806,"East Haven","CT",15 seconds
20060812,20060813,"Fenton","MI",5 minutes
20060620,20060620,"Lafayette","IN",3 seconds
19970615,20060625,"Jackson","MI",&gt;25 Seconds
20060722,20060722,"St. Louis","MO",2 minutes
20060107,20060703,"Sydney (Australia),",1 second
19860918,20060719,"Colts Neck","NJ",30 minutes
19971001,20060804,"Summerville","SC",20 min
19950315,20060717,"Orlando","FL",minutes
20060704,20060704,"El Cajon","CA",1-1.5 minuts
20060119,20060722,"Byron","IL",2 minutes
20060702,20060702,"Northridge","CA",5
20060805,20060805,"Snohomish","WA",45 min
20060628,20060729,"Paphos (Cyprus),",3 mins
20060823,20060730,"Wallingford","CT",30 - 45 MIN
20060806,20060807,"Trout Lake","WA",2 min
20060728,20060801,"Atlantic City","NJ",
20060805,20060814,"Waterloo","IA",4.5 minutes
20060612,20060620,"Rockwood","TN",7 min.
20060718,20060723,"UK/England,",6 seconds
20060606,20060619,"Glen Allen","VA",30 seconds
20060728,20060728,"Manchester (UK/England),",10sec
20060714,20060715,"Martinton","IL",unknown
19750615,20060628,"Angeles Crest","CA",4 hours
20060730,20060730,"Killeen","TX",1 minute+
20000816,20060817,"Yorba Linda","CA",5 minutes
20060728,20060728,"Mayer","AZ",45 min.
20060809,20060811,"Brownsville","TX",10-15 seconds
20060731,20060802,"High Point","NC",
20060713,20060713,"Imperial Beach","CA",2 minutes
20060626,20060626,"Surprise","AZ",5-7 sec
20060627,20060629,"Leavenworth","WA",1 minute
20060713,20060713,"Avon","CO",1 minute
20060715,20060715,"Hailey","ID",10 second
20060708,20060708,"Green Valley","AZ",10 minutes
20060711,20060811,"Grande Prairie (Canada)","AB",15mins
20060703,20060711,"Eglin Air Force Base","FL",not sure
19740615,20060805,"Live Oak","CA",5 Minutes
20060813,20060814,"Petersburgh","NY",2 hours
20060817,20060817,"Garfield Heights","OH",30 seconds?
19930601,20060726.",",
20060727,20060728,"Antelope Acres","CA",45 sec
20060618,20060619,"Onset","MA",2 minutes
19981230,20060810,"Cape May Court House","NJ",&lt; 30 seconds
20060809,20060809,"San Diego","CA",&lt;1sec
20060630,20060703,"Castleford Nr Leeds (UK/England),",1.30 mins
19820601,20060804,"Hershey","PA",30 seconds
20060730,20060731,"Marysville","CA",6 minutes
20020317,20060811,"Eastchester","NY",5 min+
20060425,20060624,"Green River","UT",2-3 seconds
20060712,20060712,"Silver City","NM",30 minutes
19940315,20060719,"Columbus City","AL",3 seconds
20060723,20060815,"Kiel","WI",10 seconds
20060628,20060710,"Sault Ste. Marie","MI",1 hour
19890601,20060815,"Upper Marlboro","MD",5 minutes
20060715,20060717,"Southwick","MA",10 min
20060727,20060727,"Pembroke Dock (UK/Wales),",05 seconds.
20060721,20060721,"Vancouver","WA",nearly an hour
20060623,20060624,"Sunderland (UK/England),",1 minute
20060718,20060718,"Wrexham (UK/England),",5MINS
20060706,20060715,"South Hollan","IL",approximately 5 seconds
20060717,20060717,"Canton","GA",10 seconds
20060804,20060805,"Vancouver (Canada)","BC",30 sec
20060712,20060713,"Ashland","WI",About 1 Minute
20060701,20060702,"Buffalo","MN",45 sec
20060728,20060729,"Ephrata","WA",2 minutes
20060705,20060705,"Lajoskomarom/Mezokomarom (Hungary),",10 minutes
20060209,20060624,"London (UK/England),",photo caught image
20060725,20060725,"Fort Lauderdale","FL",5 min
20040611,20060801,"Ocracoke Island","NC",4 hours
20060521,20060625,"Dover","DE",3 minutes
20060620,20060625,"Santa Fe Springs","CA",2 minutes
20060804,20060804,"Hazard","KY",3-5 min
20060617,20060618,"Carlsbad","NM",2 HOURS
20060206,20060806,"Fairbanks","AK",10 seconds
20060722,20060722,"Desmoines","IA",30-45 seconds
20050720,20060804,"Rock Island","IL",3-5 seconds
20060708,20060709,"Palm Coast","FL",about an hour
20060729,20060730,"Topeka","KS",2+ hrs
20060801,20060802,"Circleville","OH",
20060206,20060708,"Delray Beach","FL",10 seconds
20060815,20060816,"Fredericton (Canada)","NB",10 seconds
20050515,20060705,"Saskatoon (Canada)","SK",unknown
20020615,20060806,"Oak Creek","WI",3 seconds
20060602,20060626,"Wadsworth","IL",2 minutes
20060816,20060817,"Yorba Linda","CA",minutes
20060715,20060720,"Mundelein","IL",10
20060815,20060816,"Lapeer","MI",
20060726,20060727,"McKinney","TX",1 minute
20060623,20060623,"Harris County","TX",
20060810,20060812,"Sacramento (east of)","CA",5 minutes?
20060815,20060816,"Seattle","WA",5 - 7 minutes
20060717,20060718,"Sunderland (UK/England),",25 Seconds
20040430,20060805,"Jacksonville","FL",5 minutes
20050714,20060725,"Imperial","MO",15 minutes
20040630,20060801,"Napier (New Zealand),",10 seconds
20060729,20060729,"Sonoma","CA",7-10min
20060415,20060812,"Round Rock","TX",20 Seconds
20060719,20060727,"Murfreesboro","TN",15 sec
20060721,20060725,"Sonoma","CA",30 seconds
20060627,20060702,"Portland","OR",5 to 6 secs
20060726,20060726,"Moultrie","GA",45-50 seconds
20060623,20060623,"Rex","GA",20 seconds
20060605,20060707,"Ormond Beach","FL",10-15 seconds
20060620,20060623,"Eupora","MS",10 seconds
20000715,20060723,"Loves Park","IL",est 3 minutes
19750820,20060618,"Jackson","NJ",3 min
20060622,20060625,"Gaithersburg","MD",15 Seconds
20060108,20060802,"Bergen (Norway),",
20060728,20060802,"Harrington (Canada)","QC",1.5 sec each
19930308,20060622,"San Antonio Del Mar (Mexico),",3 minutes
20060704,20060706,"South Lake Tahoe","CA",.5 hour
20060312,20060727,"San Francisco (50 miles south of)","CA",5 mins
19990601,20060626,"Panaji (India),",5 to 10 seconds
20060627,20060628,"Los Angeles","CA",5 minutes or so
20060729,20060730,"Dolittle","MO",30 seconds
20060707,20060712,"Martinez","CA",10 to 15 mins
20060722,20060723,"Azusa","CA",10 min
20060705,20060711,"Cherry Grove","SC",15 seconds
20060717,20060718,"St. Louis","MO",10 minutes
20060515,20060714,"Zirconia","NC",10 sec
20060720,20060721,"Bremerton","WA",25 mins
20050906,20060713,"Columbia","PA",30 seconds
20060812,20060814,"Holland","MI",over 3 hours
19820915,20060623,"La Crosse","WI",20 min
20060502,20060803,"Inver Grove Heights","MN",20 minutes
20060709,20060709,"Alexandria","VA",30 Seconds
20060622,20060701,"Barnesville","OH",about 20 sec.
20060716,20060718,"Van Nuys","CA",4 hours
20060801,20060803,"New Holland","OH",30 seconds
19660615,20060803,"Roseburg","OR",about an hour
20060704,20060704,"Middleburg","PA",10 Seconds
20060714,20060714,"Davison","MI",seconds
20060625,20060624,"Lancaster","PA",5-6 seconds
20060803,20060803,"South Pasadena","CA",5 seconds
20060804,20060804,"O&apos;Fallon","MO",30 min and still going
19770801,20060814,"Mechanicsburg","PA",3 minutes
20060624,20060625,"London (UK/England),",10 minutes
19850915,20060620,"Mumbai (India),",45 MINS ++
20060712,20060714,"Hoquiam","WA",1 minute
20060807,20060807,"Downingtown","PA",20 seconds
20060620,20060620,"West Chester","PA",5 seconds
20010523,20060712,"Ashland","KY",30 minutes
20060618,20060621,"Paulsboro","NJ",20 seconds
20060615,20060808,"Canon City","CO",less than 10 seconds
20060814,20060815,"Fitzgerald","GA",1 hr 45 min
20050729,20060623,"Pinnacles National Monument","CA",30 seconds
20051009,20060815,"Garden City","ID",1.min
20060719,20060718,"Leicestershre (UK/England),",15 seconds
20060630,20060809,"Sydney (Australia),",15 mimits
20060621,20060620,"Troy","NY",8 minutes`
19850620,20060625,"Salem","NH",seconds
19740801,20060619,"Springfield","OH",30 minutes
20060718,20060719,"Chatham Maritime (UK/England),",4 seconds
20060808,20060808,"Vancouver (Canada)","BC",2 seconds
20060702,20060704,"Virginia Beach","VA",2-5 min.
19960701,20060808,"Lake George","NY",1 or more hours
20060717,20060716,"Kingston","NY",.5 seconds
20060630,20060804,"Galveston","TX",the beach
20060719,20060804,"Guilderland","NY",1 minute
20060728,20060727,"Dunedin (New Zealand),",4hrs
20060813,20060816,"Belfast (Northern Ireland),",12mins
20000606,20060715,"Black Creek (Canada)","BC",unsure
20060727,20060727,"Ronoke Rapids","NC",
19940601,20060710,"Jamica (Ochorios),",past
20060618,20060618,"Miami","AZ",
19780701,20060629,"Carson","CA",5 Min
19830517,20060703,"Tallahassee","FL",10 minutes
20060715,20060716,"Sea Bright","NJ",12 Sec.
20060817,20060817,"Lake Havasu","AZ",40 min.
20060710,20060710,"Vierfontein (South Africa)","AL",40 minutes
20060726,20060727,"Seattle","WA",4-5 minutes
19750630,20060725,"Keys","FL",1 minute
20060702,20060806,"Bremerton","WA",long enough
20040727,20060810,"Pacific Grove","CA",25min
20060813,20060814,"Atlanta","GA",3 hours
20060718,20060719,"Boise","ID",15 sec.
20060803,20060806,"Whitehorse (Canada)","YT",Unknown
20060814,20060816,"Saint Vallier de Thiey (France),",15 secondes
20060816,20060817,"Campbell","CA",1 minute
19910918,20060709,"Olympia","WA",2 to 3 minutes
19851015,20060809,"Camden","SC",5-10 minutes
20060719,20060724,"Sonora","CA",2 secs
20060815,20060815,"Russellville","AR",10 seconds
20060804,20060804,"Avondale","AZ",
19770915,20060812,"Alhambra","CA",10-20 min
19940801,20060806,"Lenzie (UK/Scotland),",1/2 mins
20060807,20060810,"Pineville","KY",hours
20060622,20060707,"Singapore,",10 minutes
20060625,20060625,"Victorville","CA",15 min
19780415,20060812,"Richardson","TX",1 to 2 minutes
20060622,20060622,"Sarasota","FL",Over two minutes
19780510,20060805,"Sandwich","MA",5 Minutes
20060625,20060812,"Newport News","VA",
20060801,20060801,"Bethpage long island","NY",3min
20040715,20060709,"North Kingstown","RI",1 minute
20060626,20060627,"Kansas City","MO",17 minutes
20060815,20060815,"Chicago","IL",10 Mins
20060525,20060707,"Campos dos Goytacazes (Brazil),",0:30
19681118,20060807,"Ocean off Miami","FL",5 minutes
20060623,20060623,"Auckland (New Zealand),",10 minutes
20060627,20060630,"Riverside","CA",10min
19870310,20060805,"Medford","NY",5 minutes
19970313,20060805,"Tucson","AZ",10 minutes
20060723,20060724,"San Bruno","CA",seconds
20060509,20060715,"Lewiston","ID",10+minutes
20060812,20060812,"Pennsauken","NJ",15-20 seconds
20060716,20060717,"La Jolla","CA",3 seconds
20060729,20060803,"Sonoma","CA",10min
20060707,20060708,"Denton","TX",10 Minutes or more
20060808,20060809,"Oviedo","FL",20 seconds
19850630,20060618,"Harlan","IN",5 minutes
20060708,20060711,"Watford (UK/England),",10 to 12 secs
20060706,20060707,"Mohnton","PA",20 seconds
20060721,20060722,"New Delhi (India),",5 - 7 minutes
20060728,20060729,"Surrey (Canada)","BC",hours
20060628,20060629,"Armadale (Western Australia),",10 mins
20060717,20060720,"Doraville","GA",1 hour
20060716,20060716,"New York City (Brooklyn)","NY",30 sec
20060628,20060628,"Crescent City","CA",2 seconds
20060814,20060813,"Mysore (India),",4mts
20060627,20060627,"Olympia","WA",2-3 minutes
20060710,20060714,"Phoenix","AZ",2 hours 55 minutes
19880801,20060622,"Holbrook","NY",5 minutes
20060811,20060811,"Chicago","IL",5mn
20060710,20060711,"Bognor Regis (UK/England),",20 minutes
20051030,20060807.",",10 minutes
19930718,20060724,"Sainte-Julie (Canada)","QC",10 seconds
20060812,20060813,"Chicago","IL",less than 1 second
20060616,20060620,"Pickering (Canada)","ON",30 seconds
20060720,20060720,"Girard","MI",30 -40 mins
20060703,20060704,"Gladstone","MI",1 minute
20060719,20060724,"Coastline/offshore","TX",30min.
20060713,20060714,"Maywood","CA",2 minutes
20060621,20060620,"Somers","CT",stil lhappening
20060801,20060801,"Zagreb (Croatia),",30 min
20060719,20060720,"Albuquerque","NM",30 seconds
20060624,20060625,"Manchester (UK/England),",15-20 mins
20060626,20060706,"Concordville (York Beach Area)","ME",&lt;5 min
20060802,20060805,"Yosemite Valley","CA",one minute
19660331,20060801.",",
20060717,20060718,"Kent","WA",4 min.
20060726,20060726,"Massey","MD",1 minute
20060623,20060702,"Beaver Dam","WI",1-2 min
20060729,20060729,"Clinton","MO",5-7 minutes
20060804,20060803,"Oakdale","MN",one hour
20060624,20060624,"Granite Falls","WA",2 min
20060815,20060815,"Granada Hills/Mission Hills","CA",1hr
20060726,20060727,"Quincy","MA",10 seconds
20060716,20060717,"London (UK/England),",5sec
20060815,20060815,"Macedonia,",
20060809,20060809,"Scarborough (Canada)","ON",5min.
20060720,20060720,"Albuquerque","NM",4:36
20060714,20060715,"Highlands","NJ",1/2 hr
20060717,20060804,"Lebanon","IL",3-4 minutes
19780715,20060723,"Fort Mill","SC",10 sec
20060802,20060802,"Lafayette","IN",4min
20060706,20060707,"Warner Robbins","GA",1 minute
20040630,20060803,"San Diego","CA",20 minutes
20050727,20060628,"Virginia Beach","VA",3 mins
20050704,20060620,"Altadena","CA",2 minutes
20060714,20060714,"Lino Lakes","MN",30 Seconds
20041031,20060813,"Chicago","IL",
20060107,20060704,"Faro (Portugal),",20SECONDS
20060214,20060711,"McPherson","KS",20-25 min.
20040912,20060812,"Zagreb (Croatia),",10 sec
20060722,20060721,"Deltona","FL",5 mintes.
20060726,20060725,"San Fransisco","CA",15 seconds
20060813,20060813,"Redding","CA",2minutes
19700105,20061010,"Candia","NH",1 minute
20060831,20060901,"Onion Creek","WA",30 sec.
20060721,20060914,"Middletown","OH",20-30 seconds
20060925,20060926,"Hartford","NY",5 Minutes
20061002,20061004,"Portland","OR",1.5 hours
20061002,20061003,"Huntington Beach","CA",7 min
20061002,20061006,"McKinney","TX",Several Seconds
